review_id,user_id,product_id,category,brand,city,rating,review_text,review_date,helpful_votes,purchase_count_90d,avg_spend_90d,return_rate,sentiment_label,topics_tags,label_bin,kmeans_cluster,dbscan_cluster
R00690,U1209,P2133,Ropa,Eleganza,Lima,4,"Para ser Ropa, Eleganza resultó económico. Destaco sabor, aunque devolución no fue ideal. Cinco estrellas.",2023-01-16,2,2,33.69,0.06,positivo,"garantía,comodidad,envío",1,0,-1
R00691,U1216,P2013,Ropa,EcoThread,Santo Domingo,3,"Para ser Ropa, EcoThread resultó estándar. Destaco sabor, aunque wifi no fue ideal. Cumple lo básico.",2024-06-11,3,0,23.96,0.19,neutral,"ubicación,batería,atención",0,0,2
R00692,U1330,P2104,Ropa,Fit&Go,Panamá,4,"Para ser Ropa, Fit&Go resultó excelente. Destaco garantía, aunque comodidad no fue ideal. Muy recomendado.",2023-12-28,1,1,29.27,0.11,positivo,"comodidad,envío,batería",1,0,-1
R00693,U1350,P2149,Electrónica,Photonix,Barcelona,4,"Para ser Electrónica, Photonix resultó económico. Destaco envío, aunque ubicación no fue ideal. Vale cada peso.",2024-08-31,4,1,99.03,0.16,positivo,"calidad,wifi,atención",1,0,19
R00694,U1046,P2068,Hotel,Andes Inn,Atlanta,3,"Probé Andes Inn en categoría Hotel. Experiencia promedio. ubicación bien, talla regular. Cumple lo básico.",2023-11-19,0,1,411.07,0.19,neutral,"devolución,atención,garantía",0,1,0
R00695,U1017,P2123,Hotel,EcoStay,San Juan,4,El hotel de EcoStay es económico. La sabor fue adecuada y la devolución podría mejorar. Vale cada peso.,2023-09-08,3,2,197.72,0.26,positivo,"garantía,calidad,ubicación",1,2,-1
R00696,U1082,P2066,Supermercado,MaxiMarket,Buenos Aires,4,"Para ser Supermercado, MaxiMarket resultó maravilloso. Destaco higiene, aunque batería no fue ideal. Superó mis expectativas.",2024-02-21,2,2,131.13,0.01,positivo,"talla,garantía,wifi",1,0,7
R00697,U1355,P2132,Electrónica,NeuroSoft,Santo Domingo,3,Compré en NeuroSoft (Electrónica). Me pareció esperado; batería y ubicación fueron determinantes. Cumple lo básico.,2024-08-23,3,1,9.45,0.17,neutral,"envío,devolución,batería",0,1,0
R00698,U1205,P2129,Electrónica,TecnoMax,San Juan,4,Compré en TecnoMax (Electrónica). Me pareció limpio; calidad y precio fueron determinantes. Cinco estrellas.,2024-03-16,5,3,108.23,0.13,positivo,"atención,batería,garantía",1,1,0
R00699,U1304,P2073,Electrónica,TecnoMax,Atlanta,3,"Para ser Electrónica, TecnoMax resultó correcto. Destaco talla, aunque precio no fue ideal. Podría mejorar.",2023-10-21,3,2,27.84,0.13,neutral,"batería,higiene,sabor",0,0,-1
R00700,U1144,P2066,Supermercado,MaxiMarket,Santo Domingo,2,Compré en MaxiMarket (Supermercado). Me pareció sucio; higiene y ubicación fueron determinantes. Experiencia decepcionante.,2023-02-24,2,2,121.2,0.01,negativo,"atención,calidad,higiene",0,1,0
R00701,U1011,P2125,Hotel,EcoStay,Santo Domingo,4,Compré en EcoStay (Hotel). Me pareció cómodo; ubicación y atención fueron determinantes. Lo volvería a comprar.,2024-07-01,5,0,175.62,0.07,positivo,"wifi,batería,comodidad",1,1,0
R00702,U1205,P2087,Ropa,UrbanWear,Santo Domingo,4,El ropa de UrbanWear es delicioso. La calidad fue adecuada y la higiene podría mejorar. Muy recomendado.,2024-08-03,3,3,117.93,0.03,positivo,"comodidad,higiene,devolución",1,2,-1
R00703,U1367,P2062,Hotel,Hotel Mar Azul,Barcelona,4,"Para ser Hotel, Hotel Mar Azul resultó económico. Destaco atención, aunque devolución no fue ideal. Lo volvería a comprar.",2023-12-11,1,2,424.41,0.06,positivo,"wifi,higiene,ubicación",1,0,-1
R00704,U1382,P2068,Hotel,Andes Inn,New York,4,"Para ser Hotel, Andes Inn resultó amable. Destaco comodidad, aunque atención no fue ideal. Muy recomendado.",2023-06-12,2,1,135.85,0.01,positivo,"ubicación,higiene,precio",1,0,-1
R00705,U1346,P2082,Restaurante,El Asadero,Quito,3,Compré en El Asadero (Restaurante). Me pareció correcto; envío y sabor fueron determinantes. Cumple lo básico.,2023-05-29,1,0,72.58,0.16,neutral,"atención,higiene,precio",0,1,0
R00706,U1230,P2043,Ropa,Fit&Go,New York,3,"Para ser Ropa, Fit&Go resultó esperado. Destaco calidad, aunque envío no fue ideal. Podría mejorar.",2023-06-02,1,1,40.83,0.18,neutral,"atención,sabor,comodidad",0,0,-1
R00707,U1203,P2101,Supermercado,EcoMarket,Santo Domingo,4,El supermercado de EcoMarket es amable. La garantía fue adecuada y la calidad podría mejorar. Cinco estrellas.,2024-05-30,2,1,34.18,0.02,positivo,"batería,atención,higiene",1,2,17
R00708,U1170,P2018,Supermercado,MercadoPlus,Barcelona,3,El supermercado de MercadoPlus es normal. La talla fue adecuada y la devolución podría mejorar. Ni bien ni mal.,2023-08-01,3,0,47.55,0.28,neutral,"atención,ubicación,sabor",0,2,3
R00709,U1258,P2004,Electrónica,Auralink,Barcelona,4,Compré en Auralink (Electrónica). Me pareció amable; precio y comodidad fueron determinantes. Superó mis expectativas.,2023-09-15,4,2,16.13,0.03,positivo,"comodidad,higiene,garantía",1,1,6
R00710,U1086,P2110,Restaurante,SushiGo,Puerto Plata,3,"Probé SushiGo en categoría Restaurante. Experiencia correcto. calidad bien, higiene regular. Cumple lo básico.",2023-01-11,3,1,89.48,0.26,neutral,"wifi,ubicación,sabor",0,1,0
R00711,U1133,P2079,Hotel,CityLights,Barcelona,4,"Probé CityLights en categoría Hotel. Experiencia rápido. garantía bien, devolución regular. Vale cada peso.",2023-08-23,1,0,293.16,0.11,positivo,"calidad,sabor,envío",1,1,0
R00712,U1134,P2080,Ropa,UrbanWear,Atlanta,2,"Probé UrbanWear en categoría Ropa. Experiencia sucio. precio bien, higiene regular. Nunca más.",2024-04-09,3,4,28.93,0.19,negativo,"comodidad,garantía,wifi",0,1,0
R00713,U1077,P2109,Supermercado,MercadoPlus,Santo Domingo,3,Compré en MercadoPlus (Supermercado). Me pareció correcto; atención y precio fueron determinantes. Está bien por el precio.,2024-08-07,6,2,80.17,0.01,neutral,"wifi,batería,talla",0,1,12
R00714,U1240,P2078,Supermercado,Frescura,Buenos Aires,5,"Probé Frescura en categoría Supermercado. Experiencia amable. ubicación bien, envío regular. Lo volvería a comprar.",2024-07-28,2,2,31.59,0.19,positivo,"garantía,precio,ubicación",1,1,0
R00715,U1252,P2112,Ropa,ClassicLine,San Juan,3,Compré en ClassicLine (Ropa). Me pareció aceptable; calidad y garantía fueron determinantes. Nada especial.,2024-07-20,0,2,51.03,0.14,neutral,"calidad,talla,precio",0,1,0
R00716,U1086,P2092,Restaurante,SushiGo,Lima,5,El restaurante de SushiGo es duradero. La atención fue adecuada y la batería podría mejorar. Cinco estrellas.,2023-03-20,1,1,27.54,0.22,positivo,"talla,wifi,garantía",1,2,-1
R00717,U1392,P2106,Supermercado,MercadoPlus,Santo Domingo,4,"Para ser Supermercado, MercadoPlus resultó maravilloso. Destaco devolución, aunque ubicación no fue ideal. Muy recomendado.",2023-01-19,7,0,20.33,0.02,positivo,"comodidad,precio,higiene",1,0,-1
R00718,U1145,P2142,Restaurante,Sabores Doña Ana,Santo Domingo,4,Compré en Sabores Doña Ana (Restaurante). Me pareció amable; comodidad y calidad fueron determinantes. Superó mis expectativas.,2024-02-24,1,0,38.4,0.45,positivo,"batería,devolución,calidad",1,1,-1
R00719,U1041,P2000,Electrónica,VoltPro,Bogotá,5,El electrónica de VoltPro es económico. La batería fue adecuada y la garantía podría mejorar. Vale cada peso.,2023-10-16,1,1,83.59,0.09,positivo,"ubicación,talla,batería",1,2,-1
R00720,U1022,P2001,Hotel,CityLights,Bogotá,3,"Para ser Hotel, CityLights resultó estándar. Destaco precio, aunque garantía no fue ideal. Ni bien ni mal.",2023-09-05,2,0,128.27,0.3,neutral,"batería,comodidad,ubicación",0,0,4
R00721,U1028,P2049,Hotel,EcoStay,Atlanta,2,Compré en EcoStay (Hotel). Me pareció frágil; calidad y ubicación fueron determinantes. Nunca más.,2023-04-23,3,1,223.12,0.2,negativo,"talla,calidad,wifi",0,1,-1
R00722,U1204,P2080,Ropa,UrbanWear,Santiago de los Caballeros,2,Compré en UrbanWear (Ropa). Me pareció lento; devolución y higiene fueron determinantes. Nunca más.,2024-06-21,0,2,69.52,0.04,negativo,"calidad,envío,atención",0,1,0
R00723,U1152,P2130,Hotel,Sueño Real,Lima,4,"Para ser Hotel, Sueño Real resultó duradero. Destaco sabor, aunque talla no fue ideal. Muy recomendado.",2023-12-25,1,0,56.63,0.06,positivo,"ubicación,higiene,garantía",1,0,-1
R00724,U1102,P2130,Hotel,Sueño Real,Atlanta,2,"Probé Sueño Real en categoría Hotel. Experiencia defectuoso. comodidad bien, batería regular. No cumple lo prometido.",2023-08-21,5,1,21.18,0.02,negativo,"ubicación,devolución,higiene",0,1,0
R00725,U1188,P2142,Restaurante,Sabores Doña Ana,Miami,3,"Probé Sabores Doña Ana en categoría Restaurante. Experiencia esperado. calidad bien, envío regular. Podría mejorar.",2023-09-06,0,0,16.77,0.11,neutral,"comodidad,precio,higiene",0,1,0
R00726,U1114,P2074,Supermercado,Abarrotes 24,Buenos Aires,5,"Para ser Supermercado, Abarrotes 24 resultó económico. Destaco batería, aunque talla no fue ideal. Cinco estrellas.",2023-02-03,0,1,46.85,0.13,positivo,"batería,devolución,precio",1,0,18
R00727,U1223,P2025,Restaurante,Cafeto,Barcelona,2,"Probé Cafeto en categoría Restaurante. Experiencia lento. batería bien, garantía regular. Experiencia decepcionante.",2023-09-25,1,5,8.64,0.26,negativo,"calidad,ubicación,garantía",0,1,0
R00728,U1291,P2048,Electrónica,Photonix,Buenos Aires,2,El electrónica de Photonix es malo. La calidad fue adecuada y la comodidad podría mejorar. No valió la pena.,2023-05-07,2,2,98.3,0.08,negativo,"envío,wifi,calidad",0,2,-1
R00729,U1338,P2108,Restaurante,El Asadero,Santiago de los Caballeros,3,El restaurante de El Asadero es estándar. La comodidad fue adecuada y la calidad podría mejorar. Nada especial.,2024-03-29,1,3,59.18,0.18,neutral,"talla,comodidad,garantía",0,2,-1
R00730,U1379,P2112,Ropa,ClassicLine,Bogotá,2,"Para ser Ropa, ClassicLine resultó lento. Destaco envío, aunque precio no fue ideal. Nunca más.",2023-05-27,2,1,31.67,0.07,negativo,"batería,ubicación,precio",0,0,0
R00731,U1300,P2107,Ropa,Fit&Go,Madrid,4,Compré en Fit&Go (Ropa). Me pareció económico; devolución y garantía fueron determinantes. Cinco estrellas.,2023-06-06,2,1,77.41,0.12,positivo,"talla,ubicación,batería",1,1,0
R00732,U1094,P2085,Ropa,UrbanWear,Santiago de los Caballeros,3,"Probé UrbanWear en categoría Ropa. Experiencia estándar. higiene bien, comodidad regular. Está bien por el precio.",2023-03-11,1,1,81.7,0.05,neutral,"calidad,talla,comodidad",0,1,20
R00733,U1006,P2006,Electrónica,Photonix,Barcelona,5,"Probé Photonix en categoría Electrónica. Experiencia económico. batería bien, devolución regular. Vale cada peso.",2023-12-31,2,0,26.11,0.1,positivo,"precio,batería,ubicación",1,1,0
R00734,U1316,P2055,Restaurante,SushiGo,Santiago de los Caballeros,2,Compré en SushiGo (Restaurante). Me pareció grosero; calidad y atención fueron determinantes. No cumple lo prometido.,2023-04-04,1,0,55.39,0.04,negativo,"comodidad,sabor,batería",0,1,0
R00735,U1008,P2062,Hotel,Hotel Mar Azul,San Juan,5,"Probé Hotel Mar Azul en categoría Hotel. Experiencia cómodo. batería bien, precio regular. Vale cada peso.",2023-04-30,0,0,93.94,0.08,positivo,"talla,atención,envío",1,1,8
R00736,U1320,P2002,Ropa,ClassicLine,Santo Domingo,4,"Probé ClassicLine en categoría Ropa. Experiencia maravilloso. devolución bien, ubicación regular. Superó mis expectativas.",2023-03-20,0,1,55.14,0.36,positivo,"devolución,wifi,atención",1,1,6
R00737,U1059,P2036,Supermercado,Frescura,Barcelona,4,Compré en Frescura (Supermercado). Me pareció económico; envío y wifi fueron determinantes. Vale cada peso.,2023-10-11,0,0,12.54,0.1,positivo,"precio,devolución,ubicación",1,1,0
R00738,U1291,P2055,Restaurante,SushiGo,San Juan,2,"Probé SushiGo en categoría Restaurante. Experiencia malo. batería bien, devolución regular. No lo recomiendo.",2024-05-09,2,3,86.7,0.04,negativo,"higiene,envío,sabor",0,1,0
R00739,U1253,P2070,Ropa,EcoThread,Madrid,4,"Probé EcoThread en categoría Ropa. Experiencia potente. envío bien, wifi regular. Superó mis expectativas.",2024-01-11,2,2,64.08,0.06,positivo,"talla,comodidad,devolución",1,1,6
R00740,U1365,P2068,Hotel,Andes Inn,Panamá,4,"Probé Andes Inn en categoría Hotel. Experiencia amable. sabor bien, comodidad regular. Cinco estrellas.",2023-11-04,1,0,112.03,0.05,positivo,"envío,wifi,devolución",1,1,-1
R00741,U1242,P2016,Ropa,ClassicLine,New York,4,"Para ser Ropa, ClassicLine resultó limpio. Destaco talla, aunque higiene no fue ideal. Vale cada peso.",2024-03-11,1,2,15.82,0.03,positivo,"calidad,ubicación,comodidad",1,0,19
R00742,U1098,P2013,Ropa,EcoThread,Panamá,3,"Para ser Ropa, EcoThread resultó promedio. Destaco atención, aunque batería no fue ideal. Ni bien ni mal.",2023-10-14,3,2,81.28,0.09,neutral,"ubicación,sabor,devolución",0,0,4
R00743,U1308,P2069,Hotel,Hotel Mar Azul,San Juan,3,"Probé Hotel Mar Azul en categoría Hotel. Experiencia promedio. talla bien, devolución regular. Nada especial.",2024-07-17,3,0,159.45,0.16,neutral,"talla,batería,ubicación",0,1,8
R00744,U1344,P2080,Ropa,UrbanWear,Miami,5,El ropa de UrbanWear es económico. La comodidad fue adecuada y la atención podría mejorar. Muy recomendado.,2024-08-06,2,2,6.42,0.05,positivo,"batería,talla,sabor",1,2,-1
R00745,U1247,P2047,Electrónica,VoltPro,Barcelona,3,"Probé VoltPro en categoría Electrónica. Experiencia promedio. ubicación bien, calidad regular. Ni bien ni mal.",2024-03-31,1,3,9.75,0.19,neutral,"precio,devolución,atención",0,1,24
R00746,U1120,P2054,Supermercado,MaxiMarket,San Juan,4,Compré en MaxiMarket (Supermercado). Me pareció excelente; garantía y higiene fueron determinantes. Superó mis expectativas.,2024-07-11,2,1,8.76,0.25,positivo,"atención,wifi,envío",1,1,6
R00747,U1257,P2144,Supermercado,Frescura,Buenos Aires,3,Compré en Frescura (Supermercado). Me pareció correcto; comodidad y atención fueron determinantes. Está bien por el precio.,2023-08-09,3,1,29.23,0.09,neutral,"envío,calidad,sabor",0,1,12
R00748,U1132,P2128,Electrónica,VoltPro,New York,3,El electrónica de VoltPro es normal. La precio fue adecuada y la devolución podría mejorar. Nada especial.,2023-03-15,1,0,37.52,0.1,neutral,"sabor,devolución,envío",0,2,-1
R00749,U1025,P2038,Restaurante,Sabores Doña Ana,Lima,3,El restaurante de Sabores Doña Ana es aceptable. La comodidad fue adecuada y la calidad podría mejorar. Ni bien ni mal.,2023-02-08,2,0,71.93,0.13,neutral,"ubicación,devolución,calidad",0,2,-1
R00750,U1053,P2054,Supermercado,MaxiMarket,Atlanta,5,"Probé MaxiMarket en categoría Supermercado. Experiencia cómodo. precio bien, devolución regular. Superó mis expectativas.",2024-05-28,1,2,3.14,0.04,positivo,"precio,batería,calidad",1,1,6
R00751,U1259,P2093,Supermercado,Frescura,Buenos Aires,3,Compré en Frescura (Supermercado). Me pareció promedio; sabor y precio fueron determinantes. Nada especial.,2023-11-17,1,1,115.35,0.09,neutral,"ubicación,talla,calidad",0,1,0
R00752,U1212,P2040,Hotel,EcoStay,Bogotá,5,"Para ser Hotel, EcoStay resultó económico. Destaco garantía, aunque comodidad no fue ideal. Superó mis expectativas.",2024-07-21,3,0,149.42,0.06,positivo,"devolución,envío,atención",1,0,-1
R00753,U1366,P2069,Hotel,Hotel Mar Azul,Puerto Plata,5,Compré en Hotel Mar Azul (Hotel). Me pareció cómodo; devolución y wifi fueron determinantes. Muy recomendado.,2023-03-10,1,0,129.22,0.16,positivo,"devolución,higiene,sabor",1,1,0
R00754,U1219,P2132,Electrónica,NeuroSoft,New York,4,El electrónica de NeuroSoft es potente. La envío fue adecuada y la wifi podría mejorar. Superó mis expectativas.,2023-02-10,1,1,30.15,0.25,positivo,"higiene,devolución,ubicación",1,2,29
R00755,U1264,P2034,Supermercado,Frescura,Atlanta,3,"Probé Frescura en categoría Supermercado. Experiencia estándar. devolución bien, precio regular. Podría mejorar.",2023-08-20,3,2,58.55,0.09,neutral,"calidad,devolución,sabor",0,1,0
R00756,U1018,P2110,Restaurante,SushiGo,Ciudad de México,3,"Para ser Restaurante, SushiGo resultó normal. Destaco batería, aunque devolución no fue ideal. Está bien por el precio.",2023-08-04,2,2,52.08,0.03,neutral,"batería,devolución,precio",0,0,-1
R00757,U1205,P2143,Supermercado,MercadoPlus,New York,3,Compré en MercadoPlus (Supermercado). Me pareció estándar; sabor y envío fueron determinantes. Nada especial.,2024-05-19,2,1,52.52,0.13,neutral,"batería,talla,wifi",0,1,0
R00758,U1206,P2039,Electrónica,TecnoMax,Panamá,3,"Para ser Electrónica, TecnoMax resultó normal. Destaco devolución, aunque comodidad no fue ideal. Ni bien ni mal.",2024-07-26,0,3,36.88,0.01,neutral,"ubicación,batería,atención",0,0,-1
R00759,U1332,P2083,Hotel,EcoStay,Lima,4,Compré en EcoStay (Hotel). Me pareció maravilloso; wifi y sabor fueron determinantes. Lo volvería a comprar.,2023-11-28,2,0,213.45,0.07,positivo,"higiene,atención,garantía",1,1,0
R00760,U1276,P2097,Hotel,CityLights,Santo Domingo,3,Compré en CityLights (Hotel). Me pareció normal; garantía y comodidad fueron determinantes. Ni bien ni mal.,2023-11-03,4,1,240.33,0.11,neutral,"garantía,atención,calidad",0,1,1
R00761,U1014,P2009,Restaurante,El Asadero,New York,1,El restaurante de El Asadero es caro. La devolución fue adecuada y la garantía podría mejorar. Experiencia decepcionante.,2023-12-31,4,4,100.84,0.07,negativo,"devolución,wifi,comodidad",0,2,-1
R00762,U1030,P2065,Hotel,CityLights,Buenos Aires,3,El hotel de CityLights es normal. La calidad fue adecuada y la envío podría mejorar. Nada especial.,2024-07-23,1,1,190.94,0.02,neutral,"sabor,garantía,batería",0,2,-1
R00763,U1152,P2121,Restaurante,Sabores Doña Ana,Bogotá,5,Compré en Sabores Doña Ana (Restaurante). Me pareció económico; atención y devolución fueron determinantes. Superó mis expectativas.,2023-02-08,4,1,67.81,0.1,positivo,"comodidad,talla,envío",1,1,-1
R00764,U1153,P2084,Electrónica,VoltPro,Lima,4,"Para ser Electrónica, VoltPro resultó rápido. Destaco wifi, aunque devolución no fue ideal. Vale cada peso.",2023-06-18,2,2,30.13,0.08,positivo,"garantía,batería,comodidad",1,0,19
R00765,U1298,P2143,Supermercado,MercadoPlus,Santiago de los Caballeros,3,El supermercado de MercadoPlus es aceptable. La talla fue adecuada y la higiene podría mejorar. Cumple lo básico.,2024-05-19,1,3,22.53,0.0,neutral,"atención,sabor,ubicación",0,2,-1
R00766,U1031,P2147,Ropa,Fit&Go,Quito,2,"Probé Fit&Go en categoría Ropa. Experiencia incómodo. calidad bien, higiene regular. Nunca más.",2023-01-05,1,3,206.3,0.32,negativo,"higiene,precio,ubicación",0,1,0
R00767,U1286,P2117,Electrónica,Photonix,New York,3,"Probé Photonix en categoría Electrónica. Experiencia normal. batería bien, higiene regular. Podría mejorar.",2024-02-10,1,3,17.18,0.02,neutral,"wifi,higiene,garantía",0,1,0
R00768,U1213,P2112,Ropa,ClassicLine,New York,4,El ropa de ClassicLine es rápido. La talla fue adecuada y la ubicación podría mejorar. Vale cada peso.,2024-08-26,1,5,15.16,0.04,positivo,"precio,devolución,wifi",1,2,-1
R00769,U1108,P2021,Supermercado,MaxiMarket,Quito,3,El supermercado de MaxiMarket es esperado. La wifi fue adecuada y la sabor podría mejorar. Cumple lo básico.,2023-07-09,1,1,14.5,0.2,neutral,"ubicación,devolución,envío",0,2,-1
R00770,U1209,P2056,Supermercado,MercadoPlus,Barcelona,4,"Para ser Supermercado, MercadoPlus resultó duradero. Destaco envío, aunque comodidad no fue ideal. Superó mis expectativas.",2024-01-09,1,1,22.55,0.2,positivo,"calidad,devolución,sabor",1,0,7
R00771,U1191,P2030,Electrónica,TecnoMax,Panamá,3,"Para ser Electrónica, TecnoMax resultó aceptable. Destaco precio, aunque batería no fue ideal. Cumple lo básico.",2023-10-24,2,1,79.38,0.04,neutral,"garantía,devolución,ubicación",0,0,-1
R00772,U1145,P2077,Restaurante,La Trattoria,Ciudad de México,3,El restaurante de La Trattoria es aceptable. La wifi fue adecuada y la sabor podría mejorar. Está bien por el precio.,2023-12-12,6,1,28.06,0.26,neutral,"atención,precio,ubicación",0,2,21
R00773,U1246,P2122,Ropa,Fit&Go,Atlanta,4,Compré en Fit&Go (Ropa). Me pareció económico; devolución y higiene fueron determinantes. Superó mis expectativas.,2023-04-14,0,2,19.31,0.02,positivo,"comodidad,garantía,devolución",1,1,6
R00774,U1070,P2007,Ropa,UrbanWear,Ciudad de México,5,"Probé UrbanWear en categoría Ropa. Experiencia económico. precio bien, devolución regular. Vale cada peso.",2023-10-03,2,0,48.52,0.07,positivo,"wifi,batería,ubicación",1,1,0
R00775,U1119,P2109,Supermercado,MercadoPlus,New York,4,Compré en MercadoPlus (Supermercado). Me pareció excelente; talla y garantía fueron determinantes. Vale cada peso.,2024-02-17,1,1,45.04,0.41,positivo,"higiene,sabor,wifi",1,1,0
R00776,U1012,P2081,Electrónica,VoltPro,Quito,5,El electrónica de VoltPro es potente. La batería fue adecuada y la wifi podría mejorar. Lo volvería a comprar.,2023-05-06,1,0,52.4,0.14,positivo,"comodidad,batería,garantía",1,2,-1
R00777,U1267,P2108,Restaurante,El Asadero,Barcelona,2,El restaurante de El Asadero es malo. La batería fue adecuada y la wifi podría mejorar. No lo recomiendo.,2024-07-17,4,2,9.94,0.13,negativo,"atención,ubicación,wifi",0,2,9
R00778,U1105,P2043,Ropa,Fit&Go,Quito,2,"Probé Fit&Go en categoría Ropa. Experiencia defectuoso. devolución bien, wifi regular. No lo recomiendo.",2024-01-07,2,2,41.05,0.04,negativo,"atención,talla,comodidad",0,1,0
R00779,U1023,P2103,Ropa,EcoThread,Ciudad de México,3,"Para ser Ropa, EcoThread resultó correcto. Destaco higiene, aunque envío no fue ideal. Cumple lo básico.",2024-03-30,3,0,54.29,0.3,neutral,"ubicación,envío,sabor",0,0,-1
R00780,U1131,P2000,Electrónica,VoltPro,Puerto Plata,4,El electrónica de VoltPro es potente. La garantía fue adecuada y la precio podría mejorar. Muy recomendado.,2023-01-11,3,1,110.81,0.16,positivo,"calidad,devolución,talla",1,2,-1
R00781,U1157,P2000,Electrónica,VoltPro,Barcelona,3,El electrónica de VoltPro es aceptable. La sabor fue adecuada y la precio podría mejorar. Ni bien ni mal.,2023-08-28,3,0,48.75,0.16,neutral,"higiene,batería,precio",0,2,3
R00782,U1199,P2011,Electrónica,TecnoMax,Santo Domingo,4,El electrónica de TecnoMax es amable. La garantía fue adecuada y la ubicación podría mejorar. Superó mis expectativas.,2023-01-05,2,0,110.57,0.1,positivo,"calidad,sabor,precio",1,2,-1
R00783,U1103,P2105,Hotel,EcoStay,Barcelona,4,El hotel de EcoStay es cómodo. La wifi fue adecuada y la comodidad podría mejorar. Vale cada peso.,2024-07-06,0,0,107.69,0.06,positivo,"atención,comodidad,talla",1,2,-1
R00784,U1031,P2092,Restaurante,SushiGo,Panamá,4,Compré en SushiGo (Restaurante). Me pareció amable; ubicación y envío fueron determinantes. Lo volvería a comprar.,2024-06-24,1,2,55.53,0.18,positivo,"sabor,ubicación,wifi",1,1,0
R00785,U1009,P2051,Electrónica,TecnoMax,Barcelona,4,Compré en TecnoMax (Electrónica). Me pareció maravilloso; devolución y wifi fueron determinantes. Muy recomendado.,2023-08-26,3,3,3.24,0.02,positivo,"garantía,wifi,comodidad",1,1,0
R00786,U1290,P2077,Restaurante,La Trattoria,Atlanta,3,Compré en La Trattoria (Restaurante). Me pareció esperado; atención y precio fueron determinantes. Ni bien ni mal.,2023-02-20,1,2,53.72,0.02,neutral,"higiene,ubicación,calidad",0,1,1
R00787,U1125,P2125,Hotel,EcoStay,Miami,4,"Para ser Hotel, EcoStay resultó económico. Destaco envío, aunque wifi no fue ideal. Lo volvería a comprar.",2023-02-18,1,0,267.93,0.33,positivo,"wifi,higiene,devolución",1,0,-1
R00788,U1085,P2101,Supermercado,EcoMarket,San Juan,4,"Para ser Supermercado, EcoMarket resultó delicioso. Destaco garantía, aunque talla no fue ideal. Cinco estrellas.",2023-10-05,2,1,141.03,0.12,positivo,"envío,devolución,ubicación",1,0,18
R00789,U1323,P2122,Ropa,Fit&Go,Barcelona,4,El ropa de Fit&Go es delicioso. La precio fue adecuada y la devolución podría mejorar. Lo volvería a comprar.,2023-10-17,0,2,79.21,0.05,positivo,"atención,comodidad,wifi",1,2,-1
R00790,U1045,P2073,Electrónica,TecnoMax,Panamá,4,"Para ser Electrónica, TecnoMax resultó rápido. Destaco garantía, aunque ubicación no fue ideal. Cinco estrellas.",2023-10-25,2,2,37.58,0.1,positivo,"higiene,talla,calidad",1,0,-1
R00791,U1349,P2036,Supermercado,Frescura,Madrid,4,"Para ser Supermercado, Frescura resultó económico. Destaco atención, aunque talla no fue ideal. Superó mis expectativas.",2023-05-14,0,2,29.86,0.08,positivo,"sabor,batería,garantía",1,0,7
R00792,U1235,P2038,Restaurante,Sabores Doña Ana,Miami,2,El restaurante de Sabores Doña Ana es lento. La comodidad fue adecuada y la ubicación podría mejorar. No lo recomiendo.,2023-05-01,2,2,56.57,0.19,negativo,"comodidad,sabor,envío",0,2,-1
R00793,U1088,P2018,Supermercado,MercadoPlus,Panamá,3,El supermercado de MercadoPlus es correcto. La calidad fue adecuada y la talla podría mejorar. Ni bien ni mal.,2023-08-22,3,3,88.17,0.07,neutral,"higiene,wifi,ubicación",0,2,3
R00794,U1343,P2080,Ropa,UrbanWear,Santiago de los Caballeros,5,El ropa de UrbanWear es limpio. La comodidad fue adecuada y la sabor podría mejorar. Vale cada peso.,2024-06-16,0,0,8.48,0.1,positivo,"ubicación,batería,calidad",1,2,-1
R00795,U1236,P2051,Electrónica,TecnoMax,Madrid,3,"Para ser Electrónica, TecnoMax resultó aceptable. Destaco talla, aunque envío no fue ideal. Cumple lo básico.",2024-02-13,1,0,53.62,0.1,neutral,"sabor,atención,ubicación",0,0,-1
R00796,U1046,P2115,Restaurante,Cafeto,Panamá,2,"Probé Cafeto en categoría Restaurante. Experiencia incómodo. ubicación bien, sabor regular. Experiencia decepcionante.",2023-02-13,4,0,19.73,0.17,negativo,"comodidad,batería,garantía",0,1,0
R00797,U1360,P2119,Ropa,UrbanWear,Quito,5,"Para ser Ropa, UrbanWear resultó excelente. Destaco batería, aunque higiene no fue ideal. Muy recomendado.",2023-07-08,2,1,120.55,0.03,positivo,"talla,comodidad,atención",1,0,-1
R00798,U1256,P2031,Hotel,Andes Inn,Santiago de los Caballeros,4,Compré en Andes Inn (Hotel). Me pareció cómodo; batería y talla fueron determinantes. Cinco estrellas.,2023-06-24,1,1,40.52,0.05,positivo,"ubicación,precio,wifi",1,1,30
R00799,U1301,P2126,Ropa,Fit&Go,Madrid,3,"Para ser Ropa, Fit&Go resultó promedio. Destaco comodidad, aunque atención no fue ideal. Nada especial.",2023-03-03,3,1,114.08,0.23,neutral,"precio,talla,calidad",0,0,-1
R00800,U1347,P2019,Hotel,EcoStay,Santo Domingo,5,"Probé EcoStay en categoría Hotel. Experiencia potente. garantía bien, talla regular. Cinco estrellas.",2024-08-18,3,0,76.16,0.02,positivo,"envío,talla,batería",1,1,0
